TimeStamp,WindSpeed_mps,RotorSpeed_rpm
2018-04-01 11:10:48.363,0.8285456,0
2018-04-01 11:11:56.070,0.7484376,0
2018-04-01 11:13:34.141,1.385868,0
2018-04-01 11:15:11.131,1.114646,0
2018-04-01 11:16:10.466,1.78412,0
2018-04-01 11:16:25.928,1.826462,0
2018-04-01 11:17:27.106,1.04827,0
2018-04-01 11:18:05.892,0.7633148,0
2018-04-01 11:21:20.943,1.132956,0
2018-04-01 11:23:49.897,0.0881188,0
2018-04-01 11:24:03.096,0.4257168,0
2018-04-01 11:25:07.518,0.7484376,0
2018-04-01 11:25:49.278,1.441944,0
2018-04-01 11:30:40.127,1.502597,0
2018-04-01 11:32:20.170,0.4955252,0
2018-04-01 11:32:28.342,0.566478,0
2018-04-01 11:34:33.843,1.081458,0
2018-04-01 11:42:44.969,1.535785,0
2018-04-01 11:45:33.782,2.509669,0
2018-04-01 11:47:33.664,2.495936,0
2018-04-01 11:54:33.798,2.617243,0
2018-04-01 11:58:01.116,1.867661,0
2018-04-01 12:00:48.527,2.950263,0
2018-04-01 12:00:55.717,0.949852,0
2018-04-01 12:04:38.057,3.362247,0
2018-04-01 12:05:39.425,3.783386,0
2018-04-01 12:07:05.038,3.024649,0
2018-04-01 12:08:21.528,3.057837,0
2018-04-01 12:13:19.557,2.223569,0
2018-04-01 12:14:14.776,4.322399,0
2018-04-01 12:16:31.913,4.060331,0
2018-04-01 12:19:15.519,1.853928,0
2018-04-01 12:21:17.304,2.046187,0
2018-04-01 12:27:25.043,3.291294,0
2018-04-01 12:30:17.941,3.591127,0
2018-04-01 12:30:18.943,3.787964,0.01500111
2018-04-01 12:30:20.986,2.509669,0.01500111
2018-04-01 12:32:14.168,3.277562,0
2018-04-01 12:32:30.582,3.895538,0.01500111
2018-04-01 12:34:44.625,2.332287,0
2018-04-01 12:35:51.901,3.877227,0
2018-04-01 12:39:50.004,3.400012,0
2018-04-01 12:40:35.039,4.027143,0
2018-04-01 12:41:15.016,5.408434,0
2018-04-01 12:43:40.395,3.924148,0
2018-04-01 12:43:50.580,3.380558,0
2018-04-01 12:46:51.250,3.606004,0
2018-04-01 12:47:28.022,2.88961,0
2018-04-01 12:47:46.379,3.61516,0
2018-04-01 12:50:36.083,3.239796,0
2018-04-01 12:52:43.837,3.535052,0
2018-04-01 12:54:51.430,4.761848,0
2018-04-01 12:56:15.972,3.844039,0
2018-04-01 12:57:10.069,3.971068,0
2018-04-01 13:00:13.123,1.681124,0
2018-04-01 13:00:53.160,3.760498,0
2018-04-01 13:01:49.521,3.409168,0
2018-04-01 13:01:55.710,3.755921,0
2018-04-01 13:02:17.061,4.074064,0
2018-04-01 13:04:08.271,4.275478,0
2018-04-01 13:06:37.245,3.816574,0.01500111
2018-04-01 13:08:56.886,3.39429,0
2018-04-01 13:09:00.952,3.713578,0
2018-04-01 13:10:56.478,4.804191,0
2018-04-01 13:17:03.556,4.813346,0
2018-04-01 13:17:53.607,4.725227,0
2018-04-01 13:18:41.396,4.392207,0
2018-04-01 13:19:59.869,4.448283,0
2018-04-01 13:25:13.560,3.525896,0
2018-04-01 13:25:53.437,4.396785,0
2018-04-01 13:27:11.219,3.718156,0
2018-04-01 13:27:35.815,4.396785,0
2018-04-01 13:31:45.384,3.647203,0
2018-04-01 13:36:13.229,4.027143,0
2018-04-01 13:36:51.143,4.743538,0
2018-04-01 13:37:02.269,5.02506,0
2018-04-01 13:37:54.454,2.930808,0
2018-04-01 13:38:11.849,3.35767,0
2018-04-01 13:38:25.108,3.671235,0.04500332
2018-04-01 13:39:43.801,3.989378,-0.01500111
2018-04-01 13:40:33.883,4.349864,0
2018-04-01 13:46:18.008,3.684968,0
